Function,Calls,Total Time (s),Per Call Time (s),Cumulative Time (s)
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/logging/__init__.py', 1377, 'getLogger')",1,6.4170000000000006e-06,6.4170000000000006e-06,1.8417e-05
"('~', 0, ""<method 'disable' of '_lsprof.Profiler' objects>"")",1,1.825e-05,1.825e-05,1.825e-05
"('<frozen importlib._bootstrap>', 82, 'remove')",35,1.2172000000000001e-05,3.477714285714286e-07,1.8209e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/util.py', 189, '__init__')",1,1.7583e-05,1.7583e-05,1.8167e-05
"('<frozen os>', 795, 'decode')",66,1.005e-05,1.522727272727273e-07,1.809e-05
"('~', 0, '<function Random.seed at 0x102876660>')",1,1.7959000000000002e-05,1.7959000000000002e-05,1.7959000000000002e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 975, 'start')",1,1.917e-06,1.917e-06,1.7250000000000003e-05
"('~', 0, '<built-in method _imp.acquire_lock>')",159,1.7202000000000002e-05,1.0818867924528304e-07,1.7202000000000002e-05
"('~', 0, '<built-in method _thread.allocate_lock>')",31,1.7e-05,5.483870967741935e-07,1.7e-05
"('<frozen os>', 791, 'encode')",33,9.802e-06,2.97030303030303e-07,1.6630000000000002e-05
"('~', 0, ""<method 'flush' of '_io.TextIOWrapper' objects>"")",48,1.6628e-05,3.464166666666667e-07,1.6628e-05
"('~', 0, ""<method '__exit__' of '_thread.RLock' objects>"")",76,1.6625e-05,2.1875000000000002e-07,1.6625e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/arrayprint.py', 64, '_make_options_dict')",3,1.1208e-05,3.736e-06,1.6459e-05
"('~', 0, ""<method 'flush' of '_io.BufferedRandom' objects>"")",3,1.6168000000000002e-05,5.389333333333334e-06,1.6168000000000002e-05
"('~', 0, '<built-in method posix.close>')",3,1.6124e-05,5.374666666666667e-06,1.6124e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 616, 'set')",1,1.917e-06,1.917e-06,1.6042e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 261, 'get')",51,9.088e-06,1.7819607843137255e-07,1.5961000000000002e-05
"('~', 0, '<built-in method __new__ of type object at 0x10096f320>')",39,1.5875e-05,4.0705128205128205e-07,1.5875e-05
"('<frozen importlib._bootstrap_external>', 1567, '__init__')",3,6.167e-06,2.0556666666666667e-06,1.5667e-05
"('<frozen abc>', 121, '__subclasscheck__')",1,7.92e-07,7.92e-07,1.5292000000000002e-05
"('<frozen abc>', 105, '__new__')",1,1.7500000000000002e-06,1.7500000000000002e-06,1.5167e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 98, 'closegroup')",4,1.2480000000000002e-06,3.1200000000000004e-07,1.5124000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/arrayprint.py', 1026, '<genexpr>')",104,1.0745000000000001e-05,1.033173076923077e-07,1.5080000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/json/encoder.py', 278, '_iterencode_list')",26,1.1908e-05,4.58e-07,1.5078e-05
"('~', 0, '<built-in method _imp.release_lock>')",159,1.4834e-05,9.329559748427674e-08,1.4834e-05
"('~', 0, ""<method 'release' of '_thread.RLock' objects>"")",54,1.467e-05,2.716666666666667e-07,1.467e-05
"('~', 0, '<built-in method _struct.calcsize>')",39,1.4582e-05,3.738974358974359e-07,1.4582e-05
"('~', 0, '<built-in method _abc._abc_subclasscheck>')",1,8.25e-06,8.25e-06,1.45e-05
"('<frozen importlib._bootstrap>', 173, '__exit__')",35,8.707e-06,2.4877142857142856e-07,1.4457e-05
"('<frozen importlib._bootstrap>', 79, '__init__')",35,1.4416e-05,4.118857142857143e-07,1.4416e-05
"('~', 0, ""<method 'acquire' of '_thread.lock' objects>"")",10,1.8414e-05,1.8414e-06,1.4289000000000002e-05
"('~', 0, '<built-in method builtins.abs>')",48,1.4253e-05,2.969375e-07,1.4253e-05
"('<frozen importlib._bootstrap>', 982, 'find_spec')",25,5.878e-06,2.3512e-07,1.4209e-05
"('~', 0, '<built-in method numpy.arange>')",7,1.4208e-05,2.029714285714286e-06,1.4208e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/_weakrefset.py', 110, 'remove')",2,3.791e-06,1.8955e-06,1.4125000000000001e-05
"('<frozen importlib._bootstrap_external>', 643, '_check_name_wrapper')",21,1.2253000000000001e-05,5.834761904761905e-07,1.4085000000000002e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/gui.py', 1, '<module>')",1,3.3750000000000003e-06,3.3750000000000003e-06,1.4084000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/__init__.py', 23, '<genexpr>')",38,5.9480000000000005e-06,1.565263157894737e-07,1.3868e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/lib/_utils_impl.py', 711, 'drop_metadata')",13,1.3707000000000001e-05,1.0543846153846154e-06,1.3707000000000001e-05
"('~', 0, '<built-in method builtins.dir>')",1,1.3666000000000001e-05,1.3666000000000001e-05,1.3666000000000001e-05
"('<frozen importlib._bootstrap_external>', 180, '_path_isabs')",27,7.747e-06,2.8692592592592594e-07,1.3459000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/inspect.py', 3025, '__init__')",1,7.331000000000001e-06,7.331000000000001e-06,1.3458e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/contextlib.py', 272, 'contextmanager')",2,3.501e-06,1.7505e-06,1.3292e-05
"('~', 0, ""<method 'set' of '_contextvars.ContextVar' objects>"")",5,1.3041000000000001e-05,2.6082000000000003e-06,1.3041000000000001e-05
"('~', 0, '<built-in method _signal.pthread_sigmask>')",2,1.2999e-05,6.4995e-06,1.2999e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/functools.py', 391, '__get__')",2,1.2084000000000002e-05,6.042000000000001e-06,1.2875000000000001e-05
"('~', 0, ""<method 'remove' of 'set' objects>"")",14,6.752000000000001e-06,4.822857142857144e-07,1.2835000000000002e-05
"('~', 0, '<built-in method builtins.sorted>')",14,1.2498000000000001e-05,8.927142857142858e-07,1.2498000000000001e-05
"('~', 0, ""<method 'pop' of 'list' objects>"")",65,1.2043000000000001e-05,1.852769230769231e-07,1.2043000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 372, '_escape')",9,7.292000000000001e-06,8.102222222222223e-07,1.2043000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 167, 'colour')",44,1.1959e-05,2.7179545454545455e-07,1.1959e-05
"('~', 0, ""<method 'add' of 'set' objects>"")",22,8.748e-06,3.976363636363636e-07,1.1873000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 438, 'status_printer')",2,8.002e-06,4.001e-06,1.1834e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 187, 'disable_on_exception')",4,1.1166000000000001e-05,2.7915000000000003e-06,1.1832000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 240, '__next')",71,1.1041000000000002e-05,1.5550704225352115e-07,1.1041000000000002e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/random.py', 454, 'choices')",1,6.626000000000001e-06,6.626000000000001e-06,1.0417e-05
"('<frozen importlib._bootstrap_external>', 67, '_relax_case')",34,1.0126000000000001e-05,2.9782352941176473e-07,1.0126000000000001e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 424, 'notify_all')",1,4.626e-06,4.626e-06,1.0125e-05
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/subprocess.py', 300, '_args_from_interpreter_flags')",1,7.874000000000001e-06,7.874000000000001e-06,1.0083e-05
"('~', 0, '<built-in method builtins.setattr>')",30,9.832e-06,3.2773333333333336e-07,9.832e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/zipfile/__init__.py', 1806, '_writecheck')",13,8.288000000000001e-06,6.375384615384616e-07,9.749000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/json/encoder.py', 105, '__init__')",2,9.667e-06,4.8335e-06,9.667e-06
"('/Users/charliecameron/CodingHub/PhD/RCM/1D/production_project/production_project/stochastic.py', 1, '<module>')",1,1.667e-06,1.667e-06,9.625e-06
"('<frozen importlib._bootstrap_external>', 164, '_path_isdir')",3,1.207e-06,4.0233333333333335e-07,9.624000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_compiler.py', 398, '_simple')",10,3.417e-06,3.417e-07,9.584e-06
"('<frozen importlib._bootstrap>', 48, '_new_module')",22,9.582e-06,4.355454545454546e-07,9.582e-06
"('~', 0, ""<method 'rfind' of 'str' objects>"")",44,9.419e-06,2.1406818181818184e-07,9.419e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_compiler.py', 216, '_compile_charset')",9,6.63e-06,7.366666666666667e-07,9.376000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/json/encoder.py', 224, 'floatstr')",15,9.375000000000001e-06,6.25e-07,9.375000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/lib/format.py', 1004, 'isfileobj')",12,6.584000000000001e-06,5.486666666666667e-07,9.166e-06
"('~', 0, ""<method 'endswith' of 'str' objects>"")",35,8.998000000000001e-06,2.570857142857143e-07,8.998000000000001e-06
"('~', 0, '<built-in method builtins.locals>')",10,8.96e-06,8.960000000000001e-07,8.96e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/zipfile/__init__.py', 1193, '_fileobj')",78,8.958000000000001e-06,1.1484615384615387e-07,8.958000000000001e-06
"('~', 0, '<built-in method posix.fspath>')",80,8.921e-06,1.115125e-07,8.921e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/functools.py', 35, 'update_wrapper')",2,5.042e-06,2.521e-06,8.916e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/process.py', 399, '__init__')",1,2.875e-06,2.875e-06,8.833e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/numerictypes.py', 470, 'issubdtype')",2,4.209e-06,2.1045e-06,8.750000000000001e-06
"('/Users/charliecameron/CodingHub/PhD/RCM/1D/production_project/production_project/PDE.py', 1, '<module>')",1,1.3750000000000002e-06,1.3750000000000002e-06,8.750000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 256, 'match')",55,6.4560000000000005e-06,1.1738181818181819e-07,8.665000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/_weakrefset.py', 21, '__enter__')",12,5.709000000000001e-06,4.7575000000000006e-07,8.542e-06
"('~', 0, '<built-in method from_bytes>')",63,8.540000000000001e-06,1.3555555555555557e-07,8.540000000000001e-06
"('~', 0, '<built-in method posix.pipe>')",2,8.459e-06,4.2295e-06,8.459e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 164, '__len__')",43,5.429e-06,1.2625581395348836e-07,8.422e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/lib/format.py', 202, 'magic')",13,8.333000000000001e-06,6.410000000000001e-07,8.333000000000001e-06
"('~', 0, '<built-in method _imp.is_builtin>')",25,8.331e-06,3.3324000000000004e-07,8.331e-06
"('~', 0, '<built-in method _imp._fix_co_filename>')",21,8.253e-06,3.9300000000000004e-07,8.253e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/enum.py', 1544, '_get_value')",18,5.628e-06,3.126666666666667e-07,8.249e-06
"('~', 0, ""<method 'extend' of 'list' objects>"")",13,6.037e-06,4.6438461538461537e-07,8.207000000000001e-06
"('~', 0, ""<method 'decode' of 'bytes' objects>"")",66,8.040000000000001e-06,1.2181818181818182e-07,8.040000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/fromnumeric.py', 2925, 'min')",3,1.4570000000000002e-06,4.856666666666668e-07,7.999e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/linalg/_linalg.py', 148, '_commonType')",2,5.042e-06,2.521e-06,7.959000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 1286, 'fp_write')",4,3.457e-06,8.6425e-07,7.749e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 156, '__init__')",2,5.2500000000000006e-06,2.6250000000000003e-06,7.583e-06
"('~', 0, '<built-in method _thread.get_ident>')",75,7.576000000000001e-06,1.0101333333333335e-07,7.576000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/process.py', 71, 'BaseProcess')",1,6.625e-06,6.625e-06,7.5e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/util.py', 174, 'register_after_fork')",1,1.7520000000000001e-06,1.7520000000000001e-06,7.459e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 176, 'append')",25,4.666e-06,1.8663999999999998e-07,7.377000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/lib/_npyio_impl.py', 578, '_savez_dispatcher')",16,6.502000000000001e-06,4.0637500000000004e-07,7.377000000000001e-06
"('<frozen posixpath>', 408, 'abspath')",1,2.125e-06,2.125e-06,7.083000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/_ufunc_config.py', 426, '__exit__')",5,2.999e-06,5.998e-07,7.083000000000001e-06
"('~', 0, ""<method 'pop' of 'dict' objects>"")",28,7.039000000000001e-06,2.5139285714285715e-07,7.039000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 152, 'wrapper_setattr')",6,6.4170000000000006e-06,1.0695e-06,6.4170000000000006e-06
"('~', 0, ""<method 'lower' of 'str' objects>"")",55,6.415e-06,1.1663636363636364e-07,6.415e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 302, '__exit__')",4,5.833000000000001e-06,1.4582500000000002e-06,6.374e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 293, 'tell')",27,4.634e-06,1.7162962962962962e-07,6.339000000000001e-06
"('<frozen os>', 1116, '__subclasshook__')",1,2.7500000000000004e-06,2.7500000000000004e-06,6.25e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/json/encoder.py', 260, '_make_iterencode')",2,5.75e-06,2.875e-06,6.209e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/inspect.py', 3072, '<genexpr>')",29,4.629e-06,1.5962068965517242e-07,6.127000000000001e-06
"('~', 0, '<built-in method _weakref._remove_dead_weakref>')",35,6.037e-06,1.724857142857143e-07,6.037e-06
"('~', 0, '<built-in method _abc._abc_init>')",1,6e-06,6e-06,6e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 131, 'Bar')",1,4.541e-06,4.541e-06,6e-06
"('~', 0, '<built-in method posix.urandom>')",1,5.958e-06,5.958e-06,5.958e-06
"('~', 0, '<built-in method _imp.find_frozen>')",25,5.831000000000001e-06,2.3324000000000002e-07,5.831000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/arrayprint.py', 423, '_get_formatdict')",3,5.7510000000000005e-06,1.917e-06,5.7510000000000005e-06
"('~', 0, ""<method 'remove' of 'list' objects>"")",35,5.75e-06,1.6428571428571429e-07,5.75e-06
"('~', 0, ""<method 'reshape' of 'numpy.ndarray' objects>"")",4,5.583000000000001e-06,1.3957500000000001e-06,5.583000000000001e-06
"('<frozen importlib._bootstrap>', 599, '__init__')",25,5.459000000000001e-06,2.1836000000000003e-07,5.459000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 266, '_supports_unicode')",2,2.499e-06,1.2495e-06,5.416e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/weakref.py', 164, '__setitem__')",1,3.834e-06,3.834e-06,5.375e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 394, 'notify')",1,2.832e-06,2.832e-06,5.291000000000001e-06
"('~', 0, '<built-in method numpy.asanyarray>')",13,5.251e-06,4.0392307692307694e-07,5.251e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 311, '_acquire_restore')",3,3.8740000000000005e-06,1.2913333333333334e-06,5.124e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/lib/format.py', 197, '_check_version')",13,5.124e-06,3.9415384615384616e-07,5.124e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/weakref.py', 104, '__init__')",1,2.9590000000000004e-06,2.9590000000000004e-06,5e-06
"('<frozen codecs>', 319, 'decode')",3,3.333e-06,1.111e-06,5e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 163, 'colour')",44,4.994e-06,1.135e-07,4.994e-06
"('<frozen posixpath>', 41, '_get_sep')",6,1.793e-06,2.9883333333333336e-07,4.96e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 125, '__eq__')",2,2.666e-06,1.333e-06,4.958000000000001e-06
"('~', 0, '<built-in method _json.encode_basestring_ascii>')",23,4.9170000000000005e-06,2.137826086956522e-07,4.9170000000000005e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 449, '_uniq')",4,3.209e-06,8.0225e-07,4.876e-06
"('~', 0, '<built-in method posix.write>')",1,4.875e-06,4.875e-06,4.875e-06
"('~', 0, ""<method 'find' of 'str' objects>"")",13,4.833e-06,3.7176923076923076e-07,4.833e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 76, 'TqdmDefaultWriteLock')",1,3.0420000000000003e-06,3.0420000000000003e-06,4.7080000000000005e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/logging/__init__.py', 1497, '__init__')",1,3.916e-06,3.916e-06,4.7080000000000005e-06
"('~', 0, '<built-in method builtins.any>')",2,1.917e-06,9.585e-07,4.417e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 1157, '__hash__')",8,1.875e-06,2.34375e-07,4.25e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/_core/numerictypes.py', 288, 'issubclass_')",4,2.333e-06,5.8325e-07,4.25e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 86, 'opengroup')",4,2.2080000000000003e-06,5.520000000000001e-07,4.209e-06
"('~', 0, ""<method 'reset' of '_contextvars.ContextVar' objects>"")",5,4.084e-06,8.168000000000001e-07,4.084e-06
"('<frozen posixpath>', 60, 'isabs')",1,2.916e-06,2.916e-06,4.041e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 1485, 'current_thread')",1,3.917e-06,3.917e-06,4.000000000000001e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 231, '__init__')",3,2.333e-06,7.776666666666667e-07,4.000000000000001e-06
"('~', 0, '<built-in method numpy._core._multiarray_umath._make_extobj>')",5,3.96e-06,7.92e-07,3.96e-06
"('~', 0, ""<method 'find' of 'bytearray' objects>"")",17,3.958e-06,2.3282352941176472e-07,3.958e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 1042, '_set_native_id')",1,3.7490000000000004e-06,3.7490000000000004e-06,3.916e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/numpy/linalg/_linalg.py', 123, '_makearray')",2,2.583e-06,1.2915e-06,3.875e-06
"('~', 0, ""<method 'isidentifier' of 'str' objects>"")",28,3.7930000000000004e-06,1.3546428571428573e-07,3.7930000000000004e-06
"('~', 0, '<function _ZipWriteFile.close at 0x10f67f240>')",13,3.71e-06,2.8538461538461536e-07,3.71e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 314, '_is_owned')",5,1.5830000000000001e-06,3.166e-07,3.582e-06
"('~', 0, '<built-in method atexit.register>')",2,3.542e-06,1.771e-06,3.542e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_compiler.py', 436, '_get_literal_prefix')",3,2.8740000000000004e-06,9.580000000000002e-07,3.541e-06
"('<frozen importlib._bootstrap>', 158, '__init__')",35,3.5380000000000003e-06,1.0108571428571429e-07,3.5380000000000003e-06
"('<frozen _collections_abc>', 104, '_check_methods')",1,3.5000000000000004e-06,3.5000000000000004e-06,3.5000000000000004e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/_weakrefset.py', 17, '__init__')",12,3.4990000000000003e-06,2.9158333333333334e-07,3.4990000000000003e-06
"('~', 0, ""<method 'astype' of 'numpy.ndarray' objects>"")",6,3.458e-06,5.763333333333334e-07,3.458e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/logging/__init__.py', 234, '_acquireLock')",1,1.207e-06,1.207e-06,3.4160000000000004e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 1356, '_make_invoke_excepthook')",1,3.3750000000000003e-06,3.3750000000000003e-06,3.3750000000000003e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 299, '__enter__')",5,2.126e-06,4.252e-07,3.293e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 124, 'RLock')",5,3.2500000000000002e-06,6.5e-07,3.2500000000000002e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 839, '_newname')",1,3.2500000000000002e-06,3.2500000000000002e-06,3.2500000000000002e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 83, 'groups')",15,2.088e-06,1.392e-07,3.086e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/spawn.py', 36, 'set_executable')",1,1.7490000000000001e-06,1.7490000000000001e-06,3.0830000000000004e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/threading.py', 1045, '_set_tstate_lock')",1,1.875e-06,1.875e-06,3e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/logging/__init__.py', 1428, '_fixupParents')",1,2.125e-06,2.125e-06,3e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/reduction.py', 33, 'ForkingPickler')",1,2.9590000000000004e-06,2.9590000000000004e-06,2.9590000000000004e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/multiprocessing/synchronize.py', 46, 'SemLock')",1,2.875e-06,2.875e-06,2.875e-06
"('/Users/charliecameron/CodingHub/PhD/RCM/1D/production_project/production_project/hybrid.py', 7, 'Hybrid')",1,2.8330000000000002e-06,2.8330000000000002e-06,2.8330000000000002e-06
"('<frozen importlib._bootstrap>', 412, '__init__')",25,2.793e-06,1.1172000000000001e-07,2.793e-06
"('~', 0, ""<method '__contains__' of 'frozenset' objects>"")",28,2.7500000000000004e-06,9.821428571428573e-08,2.7500000000000004e-06
"('<frozen importlib._bootstrap>', 653, 'has_location')",25,2.7100000000000003e-06,1.0840000000000002e-07,2.7100000000000003e-06
"('<frozen importlib._bootstrap>', 1103, '_resolve_filename')",1,1.667e-06,1.667e-06,2.6250000000000003e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/inspect.py', 754, 'unwrap')",1,2.043e-06,2.043e-06,2.6250000000000003e-06
"('~', 0, ""<method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects>"")",4,2.583e-06,6.4575e-07,2.583e-06
"('~', 0, '<built-in method _sre.compile>')",3,2.458e-06,8.193333333333333e-07,2.458e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/re/_parser.py', 113, '__init__')",21,2.458e-06,1.1704761904761905e-07,2.458e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/utils.py', 139, '__getattr__')",4,1.2080000000000001e-06,3.0200000000000003e-07,2.4170000000000003e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/zipfile/__init__.py', 745, '_get_compressor')",13,2.334e-06,1.7953846153846155e-07,2.334e-06
"('/opt/miniconda3/envs/FastEnv/lib/python3.12/site-packages/tqdm/std.py', 1153, '_comparable')",4,1.543e-06,3.8575e-07,2.2920000000000002e-06
